APV                2              11               0               0
              96           70.25           25.69
              97           36.49            29.1
              98          -12.56           18.92
              99          -51.23           22.28
             100           71.32           22.57
             101           43.94           27.64
             102          -19.94           20.93
             103          -62.33           24.11
             104           57.83           22.82
             105           18.65           27.35
             106          -44.11           16.77
             107          -70.46           25.84
             108           51.62           23.45
             109            2.45           29.75
             110          -56.46              21
             111          -79.08           34.26
             112           70.59           25.59
             113           45.65           28.99
             114          -10.29           21.13
             115           -64.7           23.44
             116           80.14           22.43
             117           40.07           27.26
             118          -29.25           23.59
             119          -68.71           23.44
             120           61.34           22.87
             121           22.22           28.09
             122          -44.77           20.59
             123          -70.62           49.03
             124           64.34           21.79
             125           4.764           31.06
             126          -65.26           23.51
             127          -91.03           34.29
APV                2              11               0               5
               0          -145.1           28.94
               1          -39.55           28.23
               2          -17.27           23.52
               3          -18.39           23.92
               4           35.97           20.34
               5           18.76           25.43
               6           3.676           23.16
               7          -15.92           23.58
               8            43.2           20.73
               9           11.55            26.3
              10          -15.24           22.12
              11          -46.41           24.97
              12           24.23           20.99
              13           6.131           54.22
              14          -11.22           28.36
              15          -39.21           30.57
              16           43.24            23.8
              17            11.3           27.21
              18           5.738           21.47
              19          -27.34            23.9
              20           26.11           20.34
              21           19.68           25.48
              22          -4.581            22.8
              23          -15.32           23.05
              24           41.42           20.63
              25           7.247            26.4
              26          -13.56           21.67
              27          -23.54           23.53
              28           27.43           20.96
              29           7.593           32.25
              30          -15.01           25.75
              31          -27.77           31.93
              32           27.86           24.28
              33           20.82           27.48
              34           3.512           19.84
              35          -22.24            23.8
              36              48           20.49
              37           17.05           25.98
              38           6.003           20.25
              39          -29.19           25.69
              40           10.79           20.33
              41           9.941           26.81
              42           -4.15           19.23
              43          -25.77            25.9
              44           27.82           21.01
              45          -3.627           32.02
              46          -6.523           24.34
              47          -36.25           32.26
              48           35.34           24.49
              49           33.93           27.57
              50          -3.804           20.97
              51          -24.86           23.58
              52           39.95           20.31
              53           2.025           25.78
              54          -8.404           22.56
              55          -41.82           22.69
              56           24.35           20.84
              57           7.981           26.69
              58          -10.09           20.93
              59          -39.04           23.33
              60           16.66           21.18
              61          -6.486           31.24
              62          -31.34           25.42
              63          -54.06           32.62
              64           32.48           24.59
              65           8.874           27.62
              66          -6.538           21.91
              67          -35.31           24.24
              68           33.89           20.44
              69           15.71           25.86
              70          -13.18           22.61
              71          -24.52           23.81
              72            10.7           20.75
              73           -1.14           26.51
              74          -17.77           21.77
              75          -41.17           25.02
              76           21.17           21.07
              77           8.168           31.79
              78          -15.24           25.79
              79           -43.6           33.07
              80           31.49           24.44
              81           21.77            27.6
              82           3.584            21.6
              83          -26.67           23.02
              84           42.05           20.45
              85           15.06           25.81
              86          0.2069           21.64
              87          -34.14           23.36
              88           28.52           20.72
              89           5.217           26.84
              90          -25.11           20.71
              91          -38.96           23.89
              92           36.84           21.25
              93          -5.429           30.62
              94          -23.38           23.58
              95          -57.44            33.1
              96           34.37           24.57
              97           12.73           27.93
              98          -11.58           19.87
              99          -42.52           24.94
             100           33.71           20.43
             101           9.335           26.22
             102          -6.588           20.59
             103          -17.89           25.07
             104           27.29           20.73
             105          -10.57           26.21
             106          -4.408           18.23
             107          -43.74           27.54
             108           9.466           21.06
             109          -15.27            31.1
             110          -22.63           24.43
             111          -54.33           32.77
             112           37.43           24.47
             113           23.91           27.86
             114          0.8274           20.18
             115          -25.21           23.26
             116           14.16           20.46
             117           17.73           26.09
             118          -5.547           21.62
             119          -33.23           23.69
             120           23.32           20.92
             121           8.886           26.77
             122          -17.86           20.94
             123           -38.6           50.05
             124           27.21           18.97
             125           9.595           31.23
             126          -9.104           25.03
             127           -60.3           33.15
APV                2              11               0               6
               0          -55.09           25.78
               1           3.991           27.45
               2          -33.05           19.95
               3          -26.85           25.07
               4           66.52           20.93
               5           41.72           26.45
               6          -20.46           25.22
               7          -45.17           24.19
               8            50.9           21.87
               9           38.71           27.32
              10          -17.18           25.14
              11          -48.75           23.59
              12           56.42           22.58
              13           20.91           28.19
              14          -27.45           23.77
              15          -59.73           23.24
              16           52.11           21.14
              17           53.11           26.02
              18          -12.27           23.01
              19          -42.06           25.36
              20           66.09           21.58
              21           44.75           26.88
              22          -22.83           25.24
              23           -44.2           24.81
              24           60.28           22.18
              25           27.24            27.8
              26          -39.25           24.87
              27          -47.42            24.5
              28           39.89              23
              29           23.39           28.69
              30          -35.66           23.99
              31          -68.87           25.31
              32           49.57           21.18
              33           50.94           25.74
              34           -10.9           13.94
              35          -28.78           19.04
              36           65.05           22.47
              37           36.08           27.55
              38          -16.11           15.62
              39          -45.41           24.22
              40           62.25            22.4
              41           25.67           28.34
              42          -22.59           13.66
              43          -53.93           22.97
              44           42.85           23.35
              45           17.72           29.02
              46          -43.95           14.69
              47          -81.64           24.61
              48           67.06            21.5
              49           54.63           26.24
              50          -11.19           23.34
              51          -47.68           25.66
              52           55.04           21.43
              53           22.63           26.86
              54          -36.39           25.36
              55          -58.78           25.11
              56           56.97            22.2
              57              19           27.98
              58          -42.93           24.89
              59           -60.6           24.63
              60           41.89           23.04
              61             9.6           27.71
              62          -51.65           23.72
              63          -70.78           25.71
              64           58.46           20.47
              65           45.45           25.92
              66          -10.77           24.39
              67          -43.17           24.26
              68           59.39           21.46
              69           41.99           26.93
              70          -27.64           25.74
              71          -42.46           23.82
              72           44.27           22.27
              73            16.9           27.88
              74          -28.11           24.64
              75          -74.89            23.8
              76           44.09           22.89
              77           3.716           26.94
              78          -42.12           23.73
              79          -73.18           24.34
              80           63.78           21.42
              81            47.7           26.25
              82           -20.4            24.7
              83          -42.46           25.26
              84           51.62           21.77
              85           29.86           27.02
              86           -21.9           25.35
              87          -50.76           24.68
              88           44.79           22.25
              89           12.06           28.13
              90          -37.04           24.58
              91          -63.78           24.34
              92           35.32           23.28
              93          -14.25           37.76
              94          -33.27           27.53
              95          -75.36           27.88
              96           60.79           20.27
              97           43.37           26.13
              98          -14.17           15.58
              99          -42.05           23.99
             100           57.22           22.14
             101           24.22           27.37
             102          -21.62           15.02
             103          -49.45           23.61
             104           46.77           22.59
             105           18.13           28.63
             106          -30.91           13.13
             107          -58.24           23.04
             108           42.34            23.6
             109          -24.53           27.75
             110          -59.85           17.62
             111          -81.31           26.79
             112            63.6           20.46
             113           43.06           26.56
             114          -19.02            25.1
             115          -30.31            24.8
             116           58.44           21.86
             117            36.7           27.27
             118           -27.4           24.97
             119          -62.62           24.52
             120           49.59           22.52
             121           20.06           28.26
             122          -35.14           24.02
             123          -69.63           25.09
             124           31.04           23.38
             125          -7.577           30.62
             126          -42.57           26.78
             127          -101.8           31.53
APV                2              11               0               7
               0          -158.1           26.19
               1          -59.03           27.64
               2          -8.869           18.57
               3          -9.738           25.86
               4           13.64           18.78
               5          -3.086           24.73
               6           34.79           25.61
               7           3.154           24.18
               8          -18.34           19.76
               9           1.969           25.56
              10           18.88           25.48
              11          -16.73           24.03
              12          -3.239           20.39
              13           24.25           26.65
              14         -0.7945           23.87
              15          -14.56           23.62
              16           -9.01           18.79
              17           18.53            24.3
              18           31.41           22.39
              19          -7.883           25.35
              20           2.936           19.21
              21           3.235           25.15
              22           16.84           25.02
              23          -13.96           24.61
              24          -9.336           19.98
              25           10.44           26.23
              26           16.51           24.18
              27          -38.23           24.88
              28           22.61           20.88
              29           7.624           27.29
              30           18.38           23.24
              31          -19.75           24.94
              32           6.196           18.88
              33           1.579           24.09
              34           23.53           14.57
              35          -4.103           19.24
              36           1.951           20.27
              37            5.17           25.97
              38           16.47            16.2
              39          -5.507           24.43
              40           2.442           20.04
              41           -8.81           26.95
              42           18.07           13.67
              43          -36.42           23.72
              44           14.83           21.14
              45           5.023           27.66
              46          0.5366           14.24
              47          -14.34            24.3
              48           2.097            19.3
              49          -27.91           24.89
              50           14.17           23.23
              51          -16.84           25.63
              52          -6.242           19.12
              53           16.96            25.4
              54           25.53            25.1
              55          -13.12           24.39
              56          0.4471           19.92
              57            18.1           26.56
              58          -6.332           24.52
              59          -16.87           24.22
              60           2.543           20.78
              61           19.75           26.44
              62            10.6           23.26
              63          -40.69           25.88
              64          -8.639           18.38
              65          -8.629            24.1
              66           20.63           23.96
              67            13.8           25.11
              68          -6.976           19.08
              69          -6.044           25.21
              70           17.51           25.77
              71          -9.199           24.02
              72          0.3194           19.96
              73          -1.782           26.39
              74           18.84            24.5
              75          -28.65           24.19
              76           7.277           20.66
              77           16.35           25.34
              78           13.14           24.02
              79          -36.18           24.52
              80           1.214           19.03
              81          -16.46           24.55
              82           7.359           24.56
              83          -35.91           25.84
              84           -5.87           19.39
              85           16.98            25.4
              86           20.35           25.01
              87          -18.53           24.38
              88          0.2631           19.97
              89           7.984           26.67
              90           1.958           23.93
              91          -33.79           24.71
              92           15.54           21.12
              93           16.03           33.24
              94           4.055           28.18
              95          -35.88           30.75
              96           9.612           17.03
              97          -23.48           24.36
              98           25.92           16.37
              99         0.08805           28.86
             100          0.8288           19.46
             101           12.66           25.85
             102           26.83           15.39
             103          -15.93           23.99
             104          -3.156           20.31
             105           7.888           27.15
             106           7.705           12.57
             107          -23.51           23.34
             108          -1.451           21.37
             109           3.767            27.6
             110           15.48           18.99
             111          -44.52           36.32
             112           18.68           23.13
             113           1.524           27.45
             114           13.36            22.8
             115          -16.31           24.89
             116           4.103           19.48
             117            7.75           25.59
             118           21.89           24.71
             119          -15.97           24.44
             120          -1.701           20.34
             121           2.758           26.85
             122           4.375           23.36
             123          -29.63           24.53
             124           2.563           21.25
             125           21.22           30.61
             126           2.724           27.12
             127          -54.39           34.37
APV                2              11               0               8
               0          -80.44           15.71
               1          -36.55            7.83
               2           -18.1           5.786
               3          -14.55           5.671
